nome,idade,perfil_risco,propensao_esg,faixa_propensao,categoria_produto,vence_em_dias,produtos_esg,valor_em_caixa,Renda Fixa,Multimercado,ETF,Renda Variável,Caixa
Cliente 892,30,Moderado,0.17,Baixa,Renda Variável,25,0,41523.26,2925.12,8112.69,36688.03,10750.89,41523.26
Cliente 893,45,Conservador,0.97,Alta,Caixa,95,1,28947.67,23626.59,18360.28,14020.6,15044.87,28947.67
Cliente 894,79,Agressivo,0.23,Baixa,Multimercado,110,1,13344.68,52488.79,1381.53,3518.1,29266.89,13344.68
Cliente 895,74,Conservador,0.98,Alta,Multimercado,117,1,20616.21,4255.7,20364.85,45365.97,9397.28,20616.21
Cliente 896,77,Conservador,0.53,Média,Caixa,79,0,5856.57,48483.89,11492.32,8565.59,25601.63,5856.57
Cliente 897,66,Conservador,0.14,Baixa,Renda Variável,6,1,16115.15,34138.69,7763.33,19417.04,22565.79,16115.15
Cliente 898,42,Moderado,0.1,Baixa,Multimercado,79,0,60672.4,10846.37,4762.82,17395.0,6323.42,60672.4
Cliente 899,73,Conservador,0.21,Baixa,ETF,165,1,1574.6,12065.32,18937.49,45719.66,21702.93,1574.6
Cliente 900,50,Conservador,0.93,Alta,Caixa,48,0,32480.96,30717.92,22288.92,7493.19,7019.01,32480.96
Cliente 901,55,Conservador,0.41,Média,Multimercado,4,0,372.63,16515.03,37242.11,5367.97,40502.26,372.63
Cliente 902,70,Conservador,0.4,Baixa,Caixa,144,0,10018.64,9639.97,65285.43,14206.03,849.93,10018.64
Cliente 903,23,Moderado,0.31,Baixa,Renda Fixa,93,0,9549.71,25793.38,5927.21,53173.03,5556.66,9549.71
Cliente 904,75,Moderado,0.15,Baixa,Caixa,62,1,19382.94,4112.12,27210.31,23093.37,26201.26,19382.94
Cliente 905,61,Moderado,0.49,Média,Multimercado,132,0,2908.25,16855.94,21172.72,8717.12,50345.97,2908.25
Cliente 906,62,Moderado,0.13,Baixa,Caixa,77,0,12718.7,70312.04,3245.57,2710.98,11012.7,12718.7
Cliente 907,49,Moderado,0.84,Alta,Renda Variável,142,1,4797.69,29484.68,30356.69,26748.04,8612.89,4797.69
Cliente 908,62,Conservador,0.37,Baixa,Renda Variável,8,0,9980.66,1538.87,4662.55,26127.54,57690.38,9980.66
Cliente 909,78,Moderado,0.37,Baixa,Caixa,125,0,9756.11,8348.62,18558.94,1676.54,61659.79,9756.11
Cliente 910,64,Agressivo,0.47,Média,Renda Variável,40,1,26139.73,465.92,10158.3,17044.83,46191.22,26139.73
Cliente 911,38,Moderado,0.44,Média,Renda Fixa,60,1,2578.65,45638.07,13991.21,15928.65,21863.42,2578.65
Cliente 912,33,Conservador,0.99,Alta,Renda Fixa,15,0,29572.6,14984.52,21488.52,1894.5,32059.87,29572.6
Cliente 913,71,Moderado,0.55,Média,Renda Variável,139,0,5766.62,7499.76,39481.5,39403.78,7848.34,5766.62
Cliente 914,38,Moderado,0.09,Baixa,Caixa,7,1,29313.18,7331.99,5340.15,31298.16,26716.51,29313.18
Cliente 915,28,Moderado,0.61,Média,Caixa,178,1,6621.51,8007.22,24731.29,58505.78,2134.21,6621.51
Cliente 916,77,Conservador,0.15,Baixa,Multimercado,6,1,6566.9,22539.8,56172.97,10512.39,4207.94,6566.9
Cliente 917,54,Conservador,0.03,Baixa,Renda Variável,14,0,20050.47,8841.59,8314.64,22095.45,40697.85,20050.47
Cliente 918,53,Conservador,0.97,Alta,Renda Fixa,165,1,19656.06,12281.32,12835.57,37206.12,18020.93,19656.06
Cliente 919,52,Agressivo,0.77,Alta,Renda Variável,32,0,5514.86,4590.34,8226.33,60302.0,21366.47,5514.86
Cliente 920,36,Agressivo,0.98,Alta,Renda Fixa,119,1,7327.74,28497.41,24960.61,27993.69,11220.55,7327.74
Cliente 921,37,Conservador,0.48,Média,Multimercado,116,0,35844.84,12068.09,18783.85,9280.52,24022.7,35844.84
Cliente 922,74,Conservador,0.53,Média,Renda Variável,84,0,21414.76,13401.3,22450.71,24868.64,17864.58,21414.76
Cliente 923,35,Agressivo,0.17,Baixa,Caixa,112,0,7604.79,38817.32,1165.46,27425.27,24987.16,7604.79
Cliente 924,64,Conservador,0.25,Baixa,Caixa,160,1,4215.49,45717.71,19590.91,18166.4,12309.49,4215.49
Cliente 925,58,Conservador,0.84,Alta,ETF,5,0,1375.09,38211.63,8926.16,15684.99,35802.14,1375.09
Cliente 926,66,Agressivo,0.36,Baixa,Renda Variável,83,0,2910.7,22189.02,8411.82,27993.04,38495.42,2910.7
Cliente 927,31,Conservador,0.83,Alta,Caixa,177,1,72859.96,9149.09,6038.62,10425.86,1526.47,72859.96
Cliente 928,32,Moderado,0.71,Média,Renda Fixa,149,0,23722.51,23110.66,8441.18,33425.33,11300.32,23722.51
Cliente 929,48,Agressivo,0.18,Baixa,Renda Variável,8,0,8581.44,15598.78,64796.61,2308.82,8714.35,8581.44
Cliente 930,18,Moderado,0.51,Média,ETF,53,1,27972.26,7171.59,7764.36,6034.1,51057.7,27972.26
Cliente 931,70,Conservador,0.68,Média,ETF,38,0,11562.86,54636.12,3223.39,4123.45,26454.17,11562.86
Cliente 932,71,Conservador,0.24,Baixa,Multimercado,140,1,11933.09,36608.53,28504.85,9534.97,13418.55,11933.09
Cliente 933,71,Agressivo,0.83,Alta,ETF,63,1,12807.86,721.64,3293.39,50718.87,32458.24,12807.86
Cliente 934,20,Agressivo,0.54,Média,Caixa,113,0,3920.69,23135.8,26276.37,24692.18,21974.96,3920.69
Cliente 935,33,Agressivo,0.17,Baixa,ETF,20,1,61331.61,22070.93,6270.3,2334.91,7992.25,61331.61
Cliente 936,40,Conservador,0.58,Média,Renda Fixa,115,1,22211.09,17503.37,2272.9,20645.29,37367.36,22211.09
Cliente 937,74,Agressivo,1.0,Alta,ETF,166,1,10489.56,34290.6,23878.56,10399.93,20941.36,10489.56
Cliente 938,28,Agressivo,0.15,Baixa,Renda Fixa,108,1,10342.58,3806.72,7883.11,48641.72,29325.87,10342.58
Cliente 939,29,Moderado,0.82,Alta,Renda Variável,146,0,7290.44,53055.87,13870.43,14356.6,11426.65,7290.44
Cliente 940,27,Agressivo,0.21,Baixa,Caixa,159,0,12370.92,32065.05,22882.36,25397.27,7284.4,12370.92
Cliente 941,49,Agressivo,0.78,Alta,Renda Fixa,16,1,33509.38,26759.62,15206.51,10530.04,13994.45,33509.38
Cliente 942,33,Moderado,0.73,Média,Multimercado,47,0,17016.57,29035.29,15580.87,6623.49,31743.79,17016.57
Cliente 943,25,Moderado,0.3,Baixa,Caixa,151,1,644.95,9029.43,56531.27,15452.04,18342.31,644.95
Cliente 944,55,Moderado,0.33,Baixa,Renda Fixa,169,1,28030.31,18888.0,15652.06,18653.56,18776.08,28030.31
Cliente 945,29,Conservador,0.79,Alta,Caixa,48,1,20628.36,19441.51,32958.67,19789.45,7182.01,20628.36
Cliente 946,41,Moderado,0.46,Média,Renda Variável,98,0,7856.05,8779.86,40953.21,17359.45,25051.43,7856.05
Cliente 947,45,Moderado,0.73,Média,Caixa,23,1,15697.78,16471.72,38876.4,21760.9,7193.2,15697.78
Cliente 948,70,Agressivo,0.15,Baixa,Caixa,175,0,17682.11,29176.98,19267.99,18223.71,15649.21,17682.11
Cliente 949,25,Agressivo,0.85,Alta,ETF,12,0,34166.24,15825.85,14785.42,3413.17,31809.32,34166.24
Cliente 950,75,Agressivo,0.71,Média,Multimercado,27,0,10438.21,4804.55,53564.89,23003.38,8188.97,10438.21
Cliente 951,45,Conservador,0.91,Alta,Renda Fixa,73,0,14918.5,23863.06,1287.3,17645.86,42285.27,14918.5
Cliente 952,53,Conservador,0.13,Baixa,Multimercado,66,1,9342.09,37761.18,2429.4,37523.71,12943.62,9342.09
Cliente 953,43,Conservador,0.59,Média,ETF,178,1,27605.46,45379.76,8167.84,4799.35,14047.59,27605.46
Cliente 954,25,Moderado,0.6,Média,Renda Variável,98,1,41772.76,24302.05,10253.69,16076.83,7594.67,41772.76
Cliente 955,75,Agressivo,0.35,Baixa,Renda Variável,40,0,7921.15,11678.13,4762.66,35319.03,40319.03,7921.15
Cliente 956,77,Agressivo,0.46,Média,ETF,167,1,24840.12,12103.63,2449.62,49268.0,11338.62,24840.12
Cliente 957,67,Moderado,0.04,Baixa,ETF,46,1,717.26,47172.14,19877.2,6500.93,25732.48,717.26
Cliente 958,45,Agressivo,0.75,Média,Renda Fixa,90,1,20356.21,9751.83,17601.94,38667.33,13622.68,20356.21
Cliente 959,45,Agressivo,0.55,Média,Multimercado,37,0,28582.82,8923.5,21917.69,36343.77,4232.22,28582.82
Cliente 960,54,Moderado,0.06,Baixa,Multimercado,119,1,7913.63,63249.33,4226.36,4080.94,20529.74,7913.63
Cliente 961,58,Agressivo,0.68,Média,Multimercado,153,1,5199.29,19680.16,20952.25,11350.02,42818.28,5199.29
Cliente 962,53,Moderado,0.47,Média,Renda Variável,47,1,10273.16,18501.79,27324.2,12030.57,31870.28,10273.16
Cliente 963,44,Conservador,0.03,Baixa,Renda Fixa,47,1,16255.54,3032.96,53156.06,20845.0,6710.44,16255.54
Cliente 964,71,Moderado,0.97,Alta,Multimercado,140,1,18153.56,33888.14,19022.26,17324.52,11611.52,18153.56
Cliente 965,34,Moderado,0.95,Alta,ETF,47,1,23844.45,15106.67,20449.37,14115.11,26484.4,23844.45
Cliente 966,26,Moderado,0.51,Média,Caixa,95,1,19154.89,2823.12,8387.26,18604.23,51030.5,19154.89
Cliente 967,50,Moderado,0.09,Baixa,ETF,0,0,12174.59,11510.0,52066.31,7122.09,17127.01,12174.59
Cliente 968,70,Moderado,0.75,Média,Caixa,26,1,34946.29,27806.83,10927.91,8053.48,18265.49,34946.29
Cliente 969,37,Moderado,0.49,Média,Renda Fixa,69,0,4892.9,5719.08,52501.39,23277.96,13608.67,4892.9
Cliente 970,30,Moderado,0.3,Baixa,ETF,90,0,29350.31,4715.92,8331.92,33546.17,24055.68,29350.31
Cliente 971,45,Moderado,0.49,Média,ETF,131,1,30010.9,4986.05,15491.77,43073.45,6437.83,30010.9
Cliente 972,65,Moderado,0.52,Média,Renda Variável,128,0,60976.73,7370.85,17526.5,13558.17,567.75,60976.73
Cliente 973,46,Moderado,0.56,Média,Renda Fixa,89,1,37134.31,18705.92,34453.41,2117.28,7589.08,37134.31
Cliente 974,30,Conservador,0.44,Média,Multimercado,154,0,30533.63,28094.3,16551.46,20269.15,4551.47,30533.63
Cliente 975,63,Moderado,0.61,Média,Multimercado,141,0,19699.39,49657.5,15216.59,6038.77,9387.75,19699.39
Cliente 976,52,Conservador,0.92,Alta,Caixa,7,0,1217.13,37136.65,20634.85,35965.85,5045.51,1217.13
Cliente 977,78,Moderado,0.36,Baixa,Renda Fixa,114,0,7964.25,6376.84,26754.14,11856.51,47048.27,7964.25
Cliente 978,23,Agressivo,0.73,Média,ETF,137,1,24366.11,49602.31,14479.07,10996.88,555.64,24366.11
Cliente 979,35,Moderado,0.89,Alta,Renda Fixa,125,0,10886.37,6680.09,24973.69,55209.03,2250.82,10886.37
Cliente 980,68,Moderado,0.46,Média,ETF,155,0,8412.63,32811.05,5843.83,31624.58,21307.91,8412.63
Cliente 981,22,Agressivo,0.44,Média,Caixa,86,1,36558.37,17101.34,8736.43,24977.05,12626.8,36558.37
Cliente 982,64,Agressivo,0.6,Média,Caixa,12,0,20465.82,5104.72,67956.86,3037.94,3434.66,20465.82
Cliente 983,42,Agressivo,0.59,Média,Multimercado,126,1,6533.63,40092.04,4162.04,48989.25,223.05,6533.63
Cliente 984,19,Agressivo,0.81,Alta,Multimercado,19,1,25866.74,7145.25,41424.37,20888.48,4675.16,25866.74
Cliente 985,27,Conservador,0.48,Média,Caixa,85,0,63176.47,2656.31,21512.83,3638.5,9015.89,63176.47
Cliente 986,73,Conservador,1.0,Alta,Renda Variável,12,0,18535.6,45332.51,6839.88,6120.49,23171.53,18535.6
Cliente 987,47,Moderado,0.06,Baixa,ETF,119,1,43366.33,25344.57,22792.26,3987.97,4508.87,43366.33
Cliente 988,67,Conservador,0.0,Baixa,Multimercado,148,1,58337.75,950.4,14113.66,22008.94,4589.25,58337.75
Cliente 989,76,Moderado,0.64,Média,Renda Variável,68,0,27758.56,14199.84,7124.3,17905.14,33012.16,27758.56
Cliente 990,62,Moderado,0.3,Baixa,Renda Variável,106,1,4875.41,47593.2,10054.28,34073.99,3403.12,4875.41
Cliente 991,22,Moderado,0.24,Baixa,ETF,151,1,35826.98,31832.54,15493.65,2487.34,14359.5,35826.98
Cliente 992,72,Agressivo,0.31,Baixa,Renda Variável,15,0,96.34,16247.07,27828.25,39152.82,16675.53,96.34
Cliente 993,73,Agressivo,0.26,Baixa,ETF,176,0,10863.22,24840.04,38283.94,2440.95,23571.84,10863.22
Cliente 994,50,Moderado,0.03,Baixa,Renda Variável,164,1,5010.15,11810.97,3862.7,31352.41,47963.77,5010.15
Cliente 995,71,Agressivo,0.97,Alta,ETF,76,1,8053.73,28717.76,4272.43,43285.02,15671.05,8053.73
Cliente 996,18,Moderado,0.22,Baixa,Multimercado,115,1,20459.9,2547.08,38673.61,31556.32,6763.08,20459.9
Cliente 997,35,Agressivo,0.73,Média,Caixa,43,1,6810.36,10174.18,51040.72,26923.55,5051.2,6810.36
Cliente 998,49,Conservador,0.76,Alta,Caixa,34,0,3115.96,3484.17,8145.61,24070.84,61183.41,3115.96
Cliente 999,64,Agressivo,0.93,Alta,ETF,163,1,941.01,14836.45,15915.16,27534.78,40772.59,941.01
Cliente 1000,66,Moderado,0.03,Baixa,Multimercado,105,1,19213.36,13154.24,59241.99,6660.56,1729.85,19213.36
